,tokenized 
3748,"['제', '콘텐트', '리조', '정시', '매', '수필', '요', '선점', '무관', '야', '호스', '탁', '상품', '으로']"
6611,"['현대', '重', '내년', '양호', '한실', '적기', '대저', '점', '매수', '연', '금리', '로']"
7815,"['광주', '은행', '분기', '누적', '당', '기', '순이익', '천억원', '사상', '최대']"
1813,"['베스트', '넷마블', '신', '작', '블록', '체인', '사업', '기대', '목표', '상향']"
618,"['뉴욕증시', '기술', '주', '반등', '상승', '출발']"
2684,"['코스피', '대', '하락', '해대', '후퇴']"
10448,"['코오롱', '플라스틱', '분기', '매출', '천억원', '달성', '분기', '최대', '실적']"
4544,"['코스닥', '내린', '개장']"
763,"['뉴욕증시', '中', '악재', '실적', '주', '시속', '하락', '출발']"
10941,"['코스닥', '오른', '장', '종료']"
1419,"['증권', '주', '죽', '쓰는', '와중', '에나', '홀로', '나', '주가', '오른', '증권사']"
3728,"['코스피', '오른', '장', '종료']"
6791,"['외국인', '달', '들어', '순', '매수', '중', '장기', '대비', '연', '자금', '으로']"
10995,"['한국', '조선해', '양', '분기', '영업', '손실', '천억원', '적자', '전환']"
6646,"['뉴욕증시', '코로나', '재', '확산', '우려', '혼', '조', '세로', '출발']"
562,"['삼성', '분', '기', '영업', '익', '상승', '관리', '형', '서비스', '강화', '종합', '보']"
956,"['루트', '로', '닉', '최대', '매출', '불구', '저', '평가', '선점', '무관', '골드', '스탁', '상품', '으로']"
9017,"['코스피', '내린', '개장']"
10626,"['한화', '솔루션', '분', '기사', '상', '최대', '매출', '달성', '천억원', '흑자', '종합']"
4215,"['삼', '성', '전', '기', '작년', '영업', '이익', '조천억원', '전', '년', '대비', '상승']"
557,"['금융', '지주', '분기', '영업', '이익', '천억원', '작년', '대비', '상승']"
5040,"['기', '관매도', '코스피', '하락', '출발', '대', '종합']"
1291,"['지난', '해역', '대', '최대', '실적', '에도', '은행', '직원', '천명', '떠났다']"
5091,"['뉴욕증시', '새해', '첫', '거래', '일', '상승', '다우', '최고', '마감']"
4107,"['에스케이', '아', '테크놀로지', '작년', '영업', '이익', '억', '원전', '년', '대비', '하락']"
1274,"['올', '해정', '기주', '총', '전자', '투표', '용개', '사전', '년', '대비', '증가']"
1412,"['원자재', '가격', '상승', '부담', '속', '목표', '주가', '줄줄이', '하향', '식품', '주']"
7278,"['코웨이', '분기', '영업', '이익', '천억원', '작년', '대비', '감소', '종합']"
2764,"['쿠팡', '지난해', '매출', '증가', '한조', '원', '영업', '적자', '조천억원']"
7347,"['한미', '약품', '분기', '영업', '이익', '억원', '으로', '흑자', '전환', '매출', '천억원', '종합']"
7805,"['삼', '성', '전', '기', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
9982,"['한섬', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
10193,"['제일제당', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
7027,"['코스피', '내린', '개장']"
6989,"['신', '작', '기대', '달새', '올라']"
6918,"['쿠팡', '분기', '매출', '조천억', '전', '년', '보다', '늘어', '최대']"
1996,"['외국인', '매도', '대비', '실적', '상향', '株', '투자', '재원', '무관', '야', '호스', '탁', '상품', '으로']"
21,"['뉴욕증시', '반', '발매', '수', '세', '급', '반등', '출발']"
1739,"['코스닥', '오른', '장', '종료']"
1563,"['코스피', '상', '장사', '지난', '해역', '대', '최대', '실적', '영업', '이익', '증가']"
885,"['신한은행', '분기', '영업', '이익', '조천억', '작년', '대비', '상승']"
10058,"['쿠팡', '분기', '매출', '조천억원', '역대', '최대', '영', '업적', '자', '천억원', '종합']"
704,"['경', '기', '둔화', '공포', '짓눌린', '뉴욕증시', '나스닥', '하락', '테슬라', '하락', '종합']"
7611,"['종근당', '분기', '영업', '이익', '억', '원전', '년', '동기', '대비', '감소']"
9811,"['공장', '동', '률', '끌어', '올', '린현', '대차기아', '상반기', '美', '법인', '흑자', '전환']"
363,"['뉴욕증시', '월', '첫', '거래', '일', '맞아', '반', '등세', '로', '출발']"
7218,"['삼전', '대', '개미', '변심', '개', '투자자', '올해', '첫', '매도', '우위']"
787,"['기아', '분기', '영업', '이익', '조천억원', '작년', '동기', '대비', '상승']"
7712,"['엘에스', '일', '렉', '트릭', '분기', '영업', '이익', '억원', '작년', '대비', '상승']"
5287,"['위메이드', '맥스', '올', '해주', '가상', '승률', '위', '뛰어']"
8081,"['금리', '오른', '다시', '장', '소규모', '분', '거래', '만', '활발']"
179,"['코스닥', '시', '총', '위', '자리', '굳힌다', '에코', '프로비', '엠', '증권', '목표', '상승']"
8845,"['기술', '신', '냉전', '후', '폭풍', '반도체', '지지', '부진']"
8993,"['변한게', '없다', '아이폰', '기대이하이노', '텍', '주르륵']"
4019,"['현', '대위', '아', '작년', '영업', '이익', '천억원', '전', '년', '대비', '상승']"
3696,"['넥슨', '지난', '해성', '장', '뒷걸음', '매출', '영업', '익줄어']"
8780,"['외국인', '달', '들어', '순', '매수', '전환', '대비', '연', '업계', '최저', '금리', '로']"
7579,"['코스닥', '오른', '개장']"
962,"['팬오션', '분기', '양', '호한', '실적', '기대', '투자', '무관', '골드', '스탁', '자금', '으로']"
3181,"['코스피', '오른', '장', '종료']"
4889,"['외국인', '지난달', '한국', '주식', '조', '원', '순', '매수', '두', '달', '연', '속사', '자']"
7135,"['백화점', '분기도', '두', '자릿수', '매출', '증가', '율', '신세계', '웃고', '현대', '선방']"
6356,"['코스닥', '내', '린', '장', '종료']"
10657,"['백만삼', '성', '전자', '주주', '한숨', '외국', '계', '선주가', '오른다는데', '외국인', '물량터']"
4103,"['속', '보전', '자', '작년', '영업', '이익', '조천억원', '전', '년', '대비', '감소']"
1178,"['코스피', '금리', '인상', '에도', '보합', '권', '선방']"
10695,"['대', '유화', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
567,"['한화', '시스템', '분기', '영업', '이익', '억원', '하락']"
9510,"['임종윤', '한미', '사이언스', '대표', '캔', '서', '롭', '최대', '주주', '로', '올', '라지', '분']"
10527,"['뉴욕증시', '아마존', '실적', '실망', '출렁', '하락', '세로', '출발']"
2913,"['코오롱', '인더스', '트리', '작년', '영업', '이익', '천억원', '전', '년', '대비', '상승']"
733,"['현', '대', '제', '철수', '요', '회복', '분기', '영업', '이익', '천억원', '상승', '종합']"
7519,"['뉴욕증시', '정례', '회의', '앞두고', '상승', '최고', '치마', '감']"
160,"['여개', '美', '시장', '지표', '분석', '투자', '위험', '한발', '앞서', '경고']"
6949,"['태양광', '모듈', '상승세', '수', '혜주', '가상세계', '경쟁', '열', '수', '혜주']"
245,"['오', '스템', '임플란트', '거래', '재개', '됐지만', '미래에셋', '매도', '타임', '폴리오', '유지']"
4634,"['코스피', '장', '중선', '붕괴', '외인', '기관', '동반', '매도', '타격']"
10778,"['역대', '최대', '실적', '기업은행', '증권', '목표', '주', '가줄', '상향']"
128,"['리테일', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
6642,"['강', '달러라는데', '외국인', '최근', '주일', '새', '코스피', '조천억원', '순', '매수']"
4814,"['세계', '최대', '벤처캐피털', '레', '어', '마켓', '천억', '인수']"
7180,"['쏘', '카', '분기', '매출', '상승', '흑자', '전환', '운영', '차량', '늘어']"
8424,"['코스피', '장', '초반', '상승세', '대']"
4622,"['지난해', '벤', '처', '펀드', '결성', '액', '조천억원', '역대', '최대']"
5885,"['얀', '센', '백', '신', '위탁', '생산', '논의', '중단', '녹십자', '목표', '가줄', '하향']"
4146,"['현', '대', '로템', '작년', '영업', '이익', '억', '원전', '년', '대비', '하락']"
3781,"['작년', '조사상', '최대', '청약', '증거', '금조']"
7345,"['美', '조', '기', '금리', '인상', '우려', '완화삼', '천', '피', '묶인', '코스피', '힘', '받나']"
4897,"['층', '사람', '있어요', '카카오', '시', '총', '조', '일주일', '만에', '증발']"
2,"['호텔', '상', '리츠', '리', '오프닝', '기대', '대비', '무관', '골드', '스탁', '재원', '으로']"
10721,"['디스플레이', '분', '기역', '대', '최대', '매출', '분기', '더', '좋다']"
10957,"['장', '중', '달', '상승', '그때', '살껄', '진격', '카겜']"
4151,"['삼', '성', '전자', '작년', '영업', '이익', '조천억원', '전', '년', '대비', '상승']"
9130,"['코스피', '일만', '상승', '네이버', '카카오', '반등', '종합']"
9681,"['외국인', '기관', '쌍끌이', '매수', '에이', '달', '에만', '올랐다']"
6083,"['오미크론', '반', '사', '이익', '더크', '대한항공', '화물', '특수', '수혜', '기대']"
7732,"['롯데', '칠', '성', '음료', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
2366,"['코스닥', '내', '린', '장', '종료']"
10972,"['삼', '성', '네이버', '카카오', '주가', '상승', '비밀', '여기있었다']"
1059,"['잘', '먹고', '갑니다', '외국인', '국내', '증', '시비', '중년', '이후', '최저']"
3659,"['지난해', '영업', '이익', '조억원', '전', '년', '대비', '상승']"
8823,"['코스피', '저', '평가', '비중', '확대', '유리', '저', '점', '매수', '연', '자금', '으로']"
6691,"['월', '지불', '결제', '株', '위기', '아마존', '거부', '비자카드', '하락']"
9997,"['코스닥', '오른', '개장']"
7614,"['호텔', '신라', '분기', '영업', '이익', '흑자', '전환', '국내', '여행', '수요', '회복', '종합']"
3477,"['두산', '중공업', '작년', '영업', '이익', '천억원', '당기', '순', '익년', '만에', '흑자']"
8773,"['코스피', '오른', '장', '종료']"
376,"['하락', '장', '잘', '버틴', '코스피', '월', '엔', '매도', '격언', '잊어라']"
1478,"['기업', '물', '적', '분할', '시', '주식매수청구권', '부여', '자', '기주', '식', '소', '각필', '요']"
3119,"['코스닥', '오른', '장', '종료']"
8327,"['코스닥', '내린', '개장']"
4320,"['코스피', '내린', '개장']"
6419,"['외국인', '기관', '쌍끌이', '매도', '코스피', '나흘', '째', '하락', '마감']"
10190,"['케미칼', '분기', '에도', '최대', '실적', '경', '신', '백', '신', '위탁', '생산', '호실', '적', '종합']"
7758,"['대우건설', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
8454,"['코스피', '오른', '장', '종료']"
3462,"['공매도', '전면', '허용', '되면내가가진', '주식', '떨어질까']"
283,"['증권', '카카오', '게임', '즈', '목표', '가줄', '하향', '지배', '주주', '순이익', '비중', '하락']"
10551,"['코스닥', '내', '린', '장', '종료']"
7924,"['위드', '코로나', '기', '대감', '코스피', '사흘', '만에', '반등', '성공']"
10900,"['통신', '장비', '株', '기대', '와의', '심상', '존대', '비는', '연', '자금', '으로']"
2941,"['뉴욕증시', '러시아', '우', '크라', '침공', '이상', '하락', '출발']"
4255,"['삼', '성', '전자', '카카', '오시', '총', '상위', '종목', '중', '무려', '개', '하락']"
491,"['철강', '격인', '상', '동국제강', '분', '기', '영업', '익', '천억원', '상승', '종합']"
102,"['원', '스토어', '성장', '가능성', '커', '예정', '대로', '상장', '흑자', '전환', '목표']"
8634,"['코스닥', '내린', '개장']"
2317,"['개발', '원', '전', '정책', '영향', '중후', '장대', '뜬다', '중공업', '달새', '상승']"
675,"['엔', '솔', '장', '중만', '원', '붕괴', '의무', '보유', '해제', '대', '하락']"
1043,"['한국', '투자', '증권', '화학', '목표', '하락', '화학', '시', '황', '부진', '반영']"
2990,"['코스피', '대', '하락', '출발', '대']"
